0,Employee_ID,Full_Name,Department,Job_Title,Hire_Date,Location,Performance_Rating,Experience_Years,Status,Work_Mode,Salary
1561,EMP0001562,Christian Walker,R&D,Research Scientist,2017-07-31,"Brownmouth, Oman",2,8,Resigned,On-site,966243
1562,EMP0001563,Laura Holmes,IT,DevOps Engineer,2016-03-05,"East Jessica, Malawi",4,9,Active,Remote,1160609
1563,EMP0001564,Sarah Fuller DVM,Marketing,SEO Specialist,2017-07-14,"Crystalfurt, Marshall Islands",5,8,Retired,On-site,640993
1564,EMP0001565,James Hernandez,Operations,Operations Executive,2021-05-21,"Larsonfort, Niue",4,4,Terminated,Remote,911918
1565,EMP0001566,Rebecca Bates,Sales,Sales Executive,2014-02-14,"New Jasonland, Mauritius",3,11,Active,On-site,406995
1566,EMP0001567,Jason Bell,IT,DevOps Engineer,2016-08-22,"Sharonburgh, Niue",3,8,Active,On-site,1118482
1567,EMP0001568,Cassandra Day,Operations,Operations Executive,2022-10-22,"Catherinefort, Samoa",1,2,Retired,On-site,491699
1568,EMP0001569,Lawrence Thomas,Marketing,Brand Manager,2024-08-06,"Susanchester, Vietnam",1,1,Active,Remote,614895
1569,EMP0001570,Shawn Gibson,Marketing,Content Strategist,2023-08-20,"Angelamouth, Lebanon",5,1,Active,Remote,1119920
1570,EMP0001571,Sara Hudson,Finance,Finance Manager,2019-07-10,"Lake David, Tajikistan",5,6,Active,Remote,1150214
1571,EMP0001572,Dr. Zachary Villarreal,Operations,Operations Executive,2021-03-10,"North Paul, Ecuador",2,4,Active,On-site,1177483
1572,EMP0001573,James Miranda,Marketing,Marketing Executive,2020-02-09,"Lisamouth, Guernsey",2,5,Active,On-site,911750
1573,EMP0001574,Nicole Stewart,Operations,Supply Chain Manager,2015-12-05,"Port Elizabeth, France",3,9,Active,On-site,522196
1574,EMP0001575,Katherine Callahan,IT,Software Engineer,2020-01-20,"Port Kyle, Turkmenistan",5,5,Active,Remote,1158061
1575,EMP0001576,Vanessa Ramirez,HR,HR Manager,2018-05-14,"North Melanie, Netherlands",2,7,Active,On-site,1139255
1576,EMP0001577,Jeffery Turner,HR,Talent Acquisition Specialist,2017-02-04,"New Kevin, Saudi Arabia",5,8,Resigned,Remote,1059724
1577,EMP0001578,Michelle Lowery,HR,Talent Acquisition Specialist,2021-04-19,"Angelicahaven, Nicaragua",4,4,Active,On-site,1162304
1578,EMP0001579,Melissa Bishop,Operations,Supply Chain Manager,2024-05-16,"West Dakotaview, Liberia",2,1,Active,On-site,629033
1579,EMP0001580,Susan Marquez,Sales,Business Development Manager,2015-08-24,"Weavermouth, Azerbaijan",1,9,Active,On-site,994504
1580,EMP0001581,Daniel Hunter,IT,Data Analyst,2016-06-19,"Davidside, Turkmenistan",2,9,Active,On-site,1047394
1581,EMP0001582,Misty Bell,Operations,Operations Executive,2016-07-23,"New Joseph, Turkey",5,9,Retired,On-site,748256
1582,EMP0001583,Robert Burns,IT,IT Manager,2025-05-11,"Millerport, Tajikistan",2,0,Resigned,On-site,2359184
1583,EMP0001584,Suzanne Mcgrath,Finance,Financial Analyst,2021-07-27,"Barnesstad, Mongolia",4,4,Active,On-site,1054085
1584,EMP0001585,Brittany Nguyen,Sales,Sales Executive,2015-09-05,"New Taylorberg, Luxembourg",5,9,Active,Remote,812447
1585,EMP0001586,Jaime Rivera,IT,Software Engineer,2023-05-01,"New Danielport, Japan",5,2,Active,Remote,1440731
1586,EMP0001587,Holly Cannon,HR,Talent Acquisition Specialist,2024-02-24,"Joyshire, South Georgia and the South Sandwich Islands",1,1,Active,Remote,1044122
1587,EMP0001588,Scott Carter,IT,Software Engineer,2024-03-01,"Deantown, Dominica",2,1,Resigned,On-site,940374
1588,EMP0001589,Eddie Brown,Sales,Sales Executive,2010-09-21,"Heathertown, Korea",4,14,Active,Remote,651651
1589,EMP0001590,Jodi Perkins,Operations,Operations Executive,2022-05-06,"New Mary, Poland",2,3,Active,On-site,482352
1590,EMP0001591,Jon Henderson,Sales,Account Manager,2024-05-11,"Burnsland, Moldova",2,1,Active,On-site,623191
1591,EMP0001592,Kendra Patrick,IT,Data Analyst,2019-01-07,"Yorkborough, Cambodia",2,6,Active,On-site,480675
1592,EMP0001593,Jacob Martin,Marketing,Marketing Executive,2019-10-27,"Deniseshire, Malta",2,5,Active,Remote,767122
1593,EMP0001594,Anthony Odonnell,IT,DevOps Engineer,2023-09-14,"New Troyton, Georgia",5,1,Resigned,Remote,928831
1594,EMP0001595,Bryan Chambers,Finance,Financial Analyst,2020-04-12,"Lake Amber, Niue",5,5,Active,On-site,1487068
1595,EMP0001596,Kristy Patel,IT,DevOps Engineer,2021-12-14,"Nathanland, Burundi",4,3,Active,On-site,680260
1596,EMP0001597,Meghan Ramos,IT,Software Engineer,2012-02-26,"East Billberg, Nicaragua",3,13,Active,On-site,1477231
1597,EMP0001598,Eric Collins,IT,Software Engineer,2023-05-13,"Port Yvette, United States Virgin Islands",2,2,Active,Remote,744558
1598,EMP0001599,Gwendolyn Henderson,Marketing,SEO Specialist,2018-02-08,"Johnsonbury, Brunei Darussalam",4,7,Active,Remote,667494
1599,EMP0001600,John Gonzales,Operations,Supply Chain Manager,2019-11-01,"Port Justin, Turkey",4,5,Active,On-site,983598
1600,EMP0001601,Morgan Hester,IT,Data Analyst,2023-03-21,"Port Patriciaton, New Caledonia",2,2,Resigned,On-site,951108
1601,EMP0001602,Mary Gilbert MD,IT,Software Engineer,2020-10-03,"East Kevinfort, Burkina Faso",1,4,Active,On-site,1415521
1602,EMP0001603,Monica Rangel,Marketing,Marketing Executive,2025-05-30,"Johnsonmouth, Cote d'Ivoire",4,0,Active,Remote,452663
1603,EMP0001604,Wyatt Hawkins,Marketing,Marketing Executive,2019-04-18,"Danabury, Lesotho",4,6,Active,Remote,568715
1604,EMP0001605,Austin Terry,Marketing,SEO Specialist,2024-01-05,"Tylerstad, Belgium",4,1,Active,On-site,771271
1605,EMP0001606,Kendra Leonard,Marketing,Marketing Executive,2024-06-05,"Daltonbury, Palau",4,1,Active,On-site,897251
1606,EMP0001607,Morgan Stephenson,Sales,Business Development Manager,2017-04-06,"East Jordanmouth, Lithuania",5,8,Resigned,On-site,920119
1607,EMP0001608,Mary Alvarado,Sales,Sales Executive,2023-08-25,"Combsview, Estonia",5,1,Active,On-site,551353
1608,EMP0001609,Paula Torres,Finance,Financial Analyst,2014-08-30,"Jackview, Antarctica (the territory South of 60 deg S)",5,10,Active,On-site,1220638
1609,EMP0001610,Jimmy Baker,IT,Software Engineer,2021-07-14,"South Ruben, Germany",2,4,Active,Remote,1648586
1610,EMP0001611,Daniel Curtis,IT,IT Manager,2023-02-04,"Jeffreyview, Azerbaijan",4,2,Active,Remote,2081380
1611,EMP0001612,Michelle Roberts,Operations,Operations Executive,2016-09-29,"Gordontown, North Macedonia",3,8,Terminated,On-site,715754
1612,EMP0001613,Jennifer Walker,Operations,Logistics Coordinator,2021-09-25,"Nicoleland, Sierra Leone",1,3,Active,Remote,623236
1613,EMP0001614,Christopher Horton,IT,Software Engineer,2012-05-12,"East Michaelport, Tunisia",3,13,Active,On-site,1453189
1614,EMP0001615,Katherine Schaefer,Operations,Operations Executive,2023-09-05,"Williamsonville, Fiji",2,1,Active,Remote,946596
1615,EMP0001616,Daniel Owens,Finance,Finance Manager,2023-12-18,"Lake Michael, Tuvalu",1,1,Active,On-site,2452531
1616,EMP0001617,Devon Mcdonald,IT,Data Analyst,2022-08-15,"Lake Josephmouth, Norfolk Island",3,3,Active,Remote,555573
1617,EMP0001618,Alicia Jenkins,Operations,Logistics Coordinator,2020-09-27,"East Darren, Lao People's Democratic Republic",1,4,Active,Remote,651557
1618,EMP0001619,Ryan Walsh,IT,Software Engineer,2017-12-14,"West Scott, Gambia",1,7,Active,On-site,1606338
1619,EMP0001620,Denise Parker,Sales,Account Manager,2020-04-05,"Port Omarbury, Austria",4,5,Active,Remote,588954
1620,EMP0001621,Debbie Fox,Sales,Sales Executive,2025-05-03,"Ryanfurt, Moldova",3,0,Active,On-site,742511
1621,EMP0001622,Keith Hernandez,Operations,Operations Executive,2023-04-08,"Krausehaven, Saint Martin",5,2,Terminated,On-site,788090
1622,EMP0001623,Charles Jones,Operations,Logistics Coordinator,2022-11-13,"Rayhaven, Chile",3,2,Resigned,On-site,592208
1623,EMP0001624,Ronnie Wong,Marketing,Brand Manager,2023-04-05,"Peterside, Anguilla",2,2,Resigned,On-site,552167
1624,EMP0001625,Victoria Bennett,Operations,Operations Executive,2017-08-12,"North Melissashire, Japan",5,8,Active,Remote,412959
1625,EMP0001626,David Daniels,Sales,Account Manager,2022-01-11,"Michaelview, Jordan",1,3,Active,On-site,775494
1626,EMP0001627,John Stone,Sales,Account Manager,2016-04-02,"New Colleenchester, Papua New Guinea",3,9,Active,Remote,593669
1627,EMP0001628,Dawn Franklin,Sales,Sales Executive,2022-07-05,"Hensontown, Philippines",5,3,Active,On-site,434832
1628,EMP0001629,Jessica Gonzalez,Finance,Finance Manager,2017-04-12,"Watsontown, Switzerland",1,8,Active,On-site,2392889
1629,EMP0001630,Ruth Schneider,IT,DevOps Engineer,2017-04-24,"Danielbury, United States of America",5,8,Active,Remote,1140496
1630,EMP0001631,Samuel Jenkins,HR,Talent Acquisition Specialist,2023-07-14,"South Cynthia, American Samoa",4,2,Active,Remote,599681
1631,EMP0001632,Stefanie Sanchez,IT,Software Engineer,2018-10-22,"Smithfurt, Western Sahara",5,6,Retired,On-site,1537956
1632,EMP0001633,Calvin Park,IT,Software Engineer,2017-03-09,"Nicholasside, Canada",5,8,Active,Remote,1704786
1633,EMP0001634,Ronald Mitchell,IT,DevOps Engineer,2022-06-26,"Frazierview, Korea",2,3,Active,On-site,955181
1634,EMP0001635,Hannah Oneill,Sales,Sales Executive,2017-01-15,"West Sally, Papua New Guinea",3,8,Active,Remote,579047
1635,EMP0001636,William Allen,HR,Talent Acquisition Specialist,2011-04-17,"Port Emilyburgh, Uzbekistan",2,14,Active,On-site,978299
1636,EMP0001637,Diane Rogers,R&D,Product Developer,2022-09-14,"Ballardhaven, China",2,2,Active,Remote,643184
1637,EMP0001638,Angela Howard,R&D,Research Scientist,2022-11-27,"Cooperbury, Reunion",4,2,Resigned,On-site,889571
1638,EMP0001639,Ian Mills,Sales,Business Development Manager,2011-12-20,"New Valerie, Brunei Darussalam",4,13,Active,Remote,1350540
1639,EMP0001640,Lydia Conner,R&D,Research Scientist,2010-10-14,"Port Kaitlynmouth, Cook Islands",1,14,Active,Remote,691063
1640,EMP0001641,Jay Randall,Marketing,Marketing Executive,2019-02-05,"North Dianaland, United States of America",2,6,Resigned,Remote,575200
1641,EMP0001642,Stacey Terry,R&D,Research Scientist,2020-03-13,"West Jayfurt, Israel",2,5,Active,On-site,948311
1642,EMP0001643,Trevor Mcdonald,Operations,Logistics Coordinator,2023-11-07,"South Brittanyborough, Bolivia",2,1,Active,On-site,613237
1643,EMP0001644,Patricia Johnson,Sales,Sales Executive,2023-12-04,"East Michaeltown, Indonesia",3,1,Active,Remote,651141
1644,EMP0001645,Zachary West,Finance,Accountant,2021-05-28,"West Robertton, French Guiana",1,4,Active,On-site,748893
1645,EMP0001646,Michael Mills,Sales,Account Manager,2013-12-21,"South Philliphaven, Barbados",2,11,Active,Remote,1160559
1646,EMP0001647,Abigail Cervantes,Marketing,Marketing Executive,2022-12-20,"Johnton, Cyprus",2,2,Active,On-site,731229
1647,EMP0001648,Danielle White MD,Sales,Business Development Manager,2020-10-11,"South Michaelfort, Saint Barthelemy",5,4,Resigned,Remote,1086483
1648,EMP0001649,Mary Frey,IT,Software Engineer,2018-02-01,"North Emilyshire, Jersey",4,7,Resigned,Remote,1470247
1649,EMP0001650,Gary Mitchell,IT,CTO,2023-05-31,"Sanchezhaven, Guinea-Bissau",3,2,Active,On-site,1104299
1650,EMP0001651,Jonathan Boyle,IT,Software Engineer,2015-08-19,"Jamesmouth, Trinidad and Tobago",1,9,Terminated,On-site,1172040
1651,EMP0001652,Justin Ryan,Operations,Logistics Coordinator,2022-10-28,"East Codyfurt, Mozambique",4,2,Active,On-site,871907
1652,EMP0001653,Erin White,Marketing,Marketing Executive,2017-12-17,"East Caitlynfurt, Tanzania",2,7,Resigned,On-site,477294
1653,EMP0001654,Gregory Allen,Marketing,Marketing Executive,2024-05-31,"North Michael, Grenada",4,1,Resigned,On-site,444903
1654,EMP0001655,Mr. Micheal Rush,Operations,Logistics Coordinator,2024-11-11,"Coreyport, Bermuda",1,0,Active,Remote,825870
1655,EMP0001656,Jordan Baird,Finance,Financial Analyst,2024-10-25,"Moorehaven, Uzbekistan",1,0,Active,Remote,1392235
1656,EMP0001657,Johnny Moses,IT,Software Engineer,2018-11-01,"Hannahmouth, Iraq",5,6,Terminated,On-site,1675372
1657,EMP0001658,Amber Hoffman,Sales,Account Manager,2021-03-15,"Rebeccaborough, Namibia",1,4,Active,Remote,1086114
1658,EMP0001659,Paula Martin,IT,IT Manager,2015-09-20,"East Paul, Tonga",3,9,Resigned,Remote,1556977
1659,EMP0001660,Crystal Walters,IT,Data Analyst,2021-01-26,"South Carla, Portugal",2,4,Active,On-site,678501
1660,EMP0001661,Jeffrey Gross,IT,Software Engineer,2017-02-03,"New Triciaburgh, Lithuania",1,8,Active,On-site,1289549
1661,EMP0001662,Preston Thompson,IT,Software Engineer,2018-11-13,"West Amy, Tanzania",2,6,Active,Remote,684946
1662,EMP0001663,Brian Chan,IT,Data Analyst,2021-04-21,"West Katherinetown, Saint Lucia",1,4,Resigned,Remote,746578
1663,EMP0001664,Kristin Holmes,Sales,Business Development Manager,2016-09-09,"Port Colleenhaven, Venezuela",5,8,Active,Remote,711306
1664,EMP0001665,Amy Gallagher,Sales,Account Manager,2012-12-07,"Andersonberg, Croatia",1,12,Resigned,Remote,839517
1665,EMP0001666,George Harris,Operations,Operations Executive,2016-04-14,"Brittanyside, Kyrgyz Republic",3,9,Active,On-site,548009
1666,EMP0001667,Dawn Robbins,Finance,Financial Analyst,2020-07-09,"Adamland, Latvia",4,5,Active,On-site,837849
1667,EMP0001668,Rodney Rogers,Sales,Business Development Manager,2023-10-05,"Michaelburgh, Chad",2,1,Active,On-site,1221238
1668,EMP0001669,Dylan Elliott,Operations,Supply Chain Manager,2018-11-11,"Kennethmouth, Lithuania",3,6,Active,On-site,976158
1669,EMP0001670,Jeffrey Mathews,Sales,Sales Executive,2010-08-29,"North Danielberg, Netherlands",3,14,Active,On-site,593956
1670,EMP0001671,Stephanie Burch,Sales,Sales Executive,2020-02-01,"Matthewsmouth, Syrian Arab Republic",1,5,Resigned,Remote,589103
1671,EMP0001672,Carla Aguilar,HR,Talent Acquisition Specialist,2017-10-28,"Knoxside, Cook Islands",5,7,Active,On-site,558733
1672,EMP0001673,Megan Nielsen,Sales,Account Manager,2017-06-14,"New Nancy, Pitcairn Islands",3,8,Active,On-site,419998
1673,EMP0001674,Sierra Hernandez,IT,Software Engineer,2023-03-09,"North Virginiaville, Lithuania",5,2,Active,On-site,690396
1674,EMP0001675,Natalie Miller,IT,Software Engineer,2019-09-29,"Port Alexandra, Papua New Guinea",3,5,Active,On-site,834187
1675,EMP0001676,Autumn Jones,Marketing,SEO Specialist,2011-03-08,"Jasminestad, Turkmenistan",1,14,Active,On-site,987336
1676,EMP0001677,Matthew Cowan,IT,Software Engineer,2022-10-12,"Hoodville, United Kingdom",4,2,Active,On-site,1122310
1677,EMP0001678,Rachel Monroe,IT,Software Engineer,2013-02-06,"Jordanfort, Samoa",1,12,Resigned,Remote,1159056
1678,EMP0001679,Gina Vaughn,IT,Software Engineer,2018-02-10,"Rachelchester, Kenya",2,7,Active,On-site,1227941
1679,EMP0001680,Mrs. Emily Hall DDS,Operations,Logistics Coordinator,2019-03-09,"Shawnville, Uzbekistan",1,6,Resigned,On-site,425733
1680,EMP0001681,Nicholas Delgado,IT,Software Engineer,2024-12-01,"East William, Paraguay",2,0,Resigned,On-site,1699245
1681,EMP0001682,Nicholas Jordan,IT,Software Engineer,2023-10-24,"North Sarahstad, Mayotte",2,1,Active,On-site,1266930
1682,EMP0001683,Brandon Rodriguez,Finance,Accountant,2018-04-21,"Penaport, Falkland Islands (Malvinas)",1,7,Active,Remote,405788
1683,EMP0001684,Leah Hernandez,Operations,Operations Executive,2021-10-21,"Sharonmouth, Paraguay",2,3,Active,On-site,1042308
1684,EMP0001685,Caitlin Anderson,Finance,Financial Analyst,2021-07-28,"Lake Ashlee, Australia",5,4,Active,On-site,906181
1685,EMP0001686,Lisa Williams,Sales,Sales Executive,2024-06-30,"Port Diana, Antarctica (the territory South of 60 deg S)",3,1,Active,On-site,823305
1686,EMP0001687,Jennifer Bennett,Marketing,Marketing Executive,2019-08-03,"North Robertborough, Belarus",2,6,Active,Remote,460611
1687,EMP0001688,Jane Sims,Finance,Accountant,2023-03-26,"Sueside, Zimbabwe",4,2,Active,On-site,674852
1688,EMP0001689,Steven Smith,HR,Talent Acquisition Specialist,2018-08-22,"East Charlotteberg, South Georgia and the South Sandwich Islands",5,6,Active,On-site,859757
1689,EMP0001690,Melissa Hamilton,Marketing,Content Strategist,2020-03-04,"Wrightmouth, Antarctica (the territory South of 60 deg S)",2,5,Active,On-site,636996
1690,EMP0001691,Mr. Ronald Rowland DDS,Sales,Business Development Manager,2019-11-07,"Jenniferville, Venezuela",2,5,Active,Remote,946023
1691,EMP0001692,Alicia Nelson,Operations,Supply Chain Manager,2021-07-18,"New Jared, Malaysia",3,4,Active,Remote,906911
1692,EMP0001693,Ashley Franklin,Sales,Account Manager,2016-02-09,"New Markport, Saint Barthelemy",2,9,Active,On-site,1011231
1693,EMP0001694,Samantha Phillips,Sales,Sales Executive,2012-02-13,"Melaniehaven, Algeria",3,13,Active,Remote,867791
1694,EMP0001695,Kenneth Bowen,Marketing,Marketing Executive,2022-06-29,"Simmonsshire, Cyprus",5,3,Resigned,On-site,759540
1695,EMP0001696,Michelle Parks,R&D,Product Developer,2015-12-10,"Aliciatown, Papua New Guinea",5,9,Active,On-site,877738
1696,EMP0001697,Logan Peterson,Sales,Business Development Manager,2022-06-24,"Kylemouth, Yemen",2,3,Active,Remote,755277
1697,EMP0001698,Sharon Young,Operations,Operations Executive,2011-04-22,"Thomasside, Belgium",2,14,Active,On-site,953232
1698,EMP0001699,Tabitha Ward,Sales,Sales Executive,2023-03-28,"Carrieshire, Pitcairn Islands",3,2,Active,On-site,864091
1699,EMP0001700,Cody Ortega,Sales,Sales Executive,2020-08-29,"Cookhaven, Saudi Arabia",2,4,Active,On-site,647680
1700,EMP0001701,Nancy Ayers,Finance,Accountant,2019-07-05,"East Dorisside, Cyprus",1,6,Active,On-site,821578
1701,EMP0001702,Jose Johnson,HR,Talent Acquisition Specialist,2023-04-15,"West Robertton, Oman",4,2,Active,On-site,560207
1702,EMP0001703,Laurie Hernandez MD,Operations,Supply Chain Manager,2018-03-24,"Lopezburgh, Lithuania",5,7,Active,On-site,783750
1703,EMP0001704,Olivia Perry,HR,Talent Acquisition Specialist,2024-02-09,"Danielport, Cuba",1,1,Active,On-site,978247
1704,EMP0001705,Brian Pacheco,IT,Software Engineer,2023-03-10,"West Janet, China",4,2,Active,On-site,1654543
1705,EMP0001706,Michelle Brown,Sales,Sales Executive,2022-04-13,"West Victorchester, Falkland Islands (Malvinas)",3,3,Active,Remote,606977
1706,EMP0001707,Rebecca Mendoza,Sales,Sales Director,2017-12-18,"Port Gail, Palestinian Territory",5,7,Active,Remote,722819
1707,EMP0001708,Heather Garza,Marketing,Content Strategist,2017-12-08,"South Melanie, British Virgin Islands",1,7,Active,Remote,727101
1708,EMP0001709,Makayla Richards,Marketing,Marketing Executive,2015-12-23,"East Jamesside, Ghana",4,9,Active,Remote,615356
1709,EMP0001710,Stephen Duffy,Finance,Accountant,2022-07-02,"Crawfordshire, Saint Lucia",3,3,Active,On-site,670735
1710,EMP0001711,Tina Gutierrez,Marketing,Marketing Executive,2023-12-01,"South Brentbury, Comoros",3,1,Active,Remote,774996
1711,EMP0001712,Curtis Arnold,Operations,Operations Executive,2014-10-07,"Sloanbury, Turkmenistan",3,10,Active,On-site,666686
1712,EMP0001713,Brittney Jackson,IT,Software Engineer,2020-05-20,"Jacksonmouth, Puerto Rico",4,5,Active,On-site,1507846
1713,EMP0001714,Louis Li,HR,Talent Acquisition Specialist,2019-03-30,"Travisstad, Turkey",1,6,Active,On-site,827176
1714,EMP0001715,Kristin Meyer,Marketing,Content Strategist,2023-08-30,"East Josephshire, Montenegro",5,1,Active,On-site,645988
1715,EMP0001716,Jasmine Sanchez,Operations,Logistics Coordinator,2023-12-13,"New Ethan, Georgia",2,1,Active,Remote,408471
1716,EMP0001717,Jennifer Diaz,HR,HR Executive,2017-07-02,"New Saraburgh, Dominican Republic",5,8,Terminated,On-site,753582
1717,EMP0001718,Edwin White,Operations,Operations Director,2022-12-23,"Teresastad, Angola",5,2,Terminated,On-site,760041
1718,EMP0001719,Shannon Cross,Finance,Financial Analyst,2023-07-06,"Laurafurt, Djibouti",2,2,Active,On-site,1101438
1719,EMP0001720,Stephanie Waters,IT,Software Engineer,2018-12-28,"New Matthew, Mexico",5,6,Active,Remote,845049
1720,EMP0001721,Kristen Hernandez,Operations,Operations Executive,2024-08-25,"South Nicole, Mexico",2,0,Active,On-site,1125170
1721,EMP0001722,Kristin Berry,Finance,Financial Analyst,2019-06-24,"South Susan, Iraq",5,6,Resigned,On-site,1466969
1722,EMP0001723,Sarah Wilson,Finance,Accountant,2016-05-20,"Lawsonhaven, Anguilla",4,9,Resigned,On-site,428514
1723,EMP0001724,Sarah Warren,IT,Software Engineer,2023-10-16,"East Lisa, Saint Martin",2,1,Active,On-site,1409362
1724,EMP0001725,Holly Odonnell,IT,Data Analyst,2020-07-18,"East Jessicaburgh, Bangladesh",3,5,Active,On-site,1196917
1725,EMP0001726,Amanda Davis,Operations,Operations Executive,2019-01-28,"East Jasonton, Mexico",2,6,Resigned,Remote,579464
1726,EMP0001727,Karina Shaw,IT,IT Manager,2015-11-01,"Priceside, Anguilla",1,9,Active,On-site,1679615
1727,EMP0001728,Mathew Park,Finance,Financial Analyst,2018-05-02,"South Jessicatown, Mali",1,7,Active,Remote,1291673
1728,EMP0001729,Kimberly Jennings,Sales,Sales Executive,2018-12-12,"New Melissa, Somalia",1,6,Active,On-site,557099
1729,EMP0001730,Catherine Harrison,IT,Data Analyst,2023-01-30,"Flynnstad, Jersey",3,2,Resigned,On-site,625552
1730,EMP0001731,Holly Chavez,Marketing,Marketing Executive,2023-06-13,"East Cindyton, Dominican Republic",3,2,Resigned,On-site,819236
1731,EMP0001732,Barbara Bradley,IT,Data Analyst,2020-11-03,"Port Jacquelineshire, Serbia",3,4,Active,Remote,955560
1732,EMP0001733,Scott Gilbert,Sales,Account Manager,2021-06-09,"North Lydiastad, Holy See (Vatican City State)",3,4,Active,Remote,935995
1733,EMP0001734,Cindy Larson,Marketing,Brand Manager,2024-12-26,"North Justinchester, Suriname",4,0,Resigned,On-site,479902
1734,EMP0001735,Toni Mckay,HR,HR Executive,2021-05-01,"North Lindsaystad, Costa Rica",2,4,Active,On-site,779397
1735,EMP0001736,Jorge Fitzgerald,Sales,Sales Director,2019-04-15,"Chadstad, Yemen",2,6,Active,On-site,901766
1736,EMP0001737,Savannah Gordon,Sales,Sales Executive,2022-09-13,"Penabury, Mongolia",1,2,Active,On-site,831487
1737,EMP0001738,Candice Ashley,Finance,Finance Manager,2019-08-25,"East Veronica, Myanmar",5,5,Resigned,Remote,2346496
1738,EMP0001739,Michele Johnson,Finance,Financial Analyst,2016-06-29,"Barnetthaven, Ghana",2,9,Resigned,Remote,1141597
1739,EMP0001740,Katelyn Prince,Operations,Operations Executive,2023-07-11,"Woodhaven, Myanmar",3,2,Resigned,On-site,1131116
1740,EMP0001741,Dr. Alan Johnson,R&D,Research Scientist,2023-08-29,"Littleton, Italy",2,1,Resigned,On-site,618082
1741,EMP0001742,Robert Martin,Sales,Sales Executive,2021-07-24,"New Kevin, Barbados",4,4,Active,Remote,400173
1742,EMP0001743,Leah Bruce,Marketing,Marketing Executive,2019-04-18,"Caseyberg, Macao",1,6,Retired,Remote,644512
1743,EMP0001744,Derrick Jackson,Finance,Financial Analyst,2022-05-26,"Port Joymouth, Christmas Island",1,3,Active,Remote,828528
1744,EMP0001745,Connie Todd MD,Finance,Accountant,2025-02-07,"Toddport, Senegal",4,0,Terminated,Remote,427161
1745,EMP0001746,Sarah Shaw,HR,HR Executive,2016-05-04,"Millershire, Antigua and Barbuda",3,9,Active,On-site,684016
1746,EMP0001747,Tyler Ritter,IT,DevOps Engineer,2024-01-28,"West Tinafurt, Albania",3,1,Resigned,On-site,877880
1747,EMP0001748,Nathan Brown,Operations,Logistics Coordinator,2021-06-07,"Port Cristina, Honduras",3,4,Retired,Remote,795035
1748,EMP0001749,Shawn Perry,Operations,Supply Chain Manager,2021-08-15,"Christopherside, Norfolk Island",5,4,Active,On-site,821445
1749,EMP0001750,Andrew Cox,Finance,CFO,2020-02-24,"South Vanessa, Saint Helena",5,5,Active,On-site,807578
1750,EMP0001751,Kevin Conley,IT,Software Engineer,2018-02-25,"Port Gabriellemouth, Croatia",1,7,Resigned,Remote,1669190
1751,EMP0001752,Steven Mann,Sales,Sales Director,2023-08-09,"North Suzanne, Czech Republic",3,2,Active,On-site,1165115
1752,EMP0001753,Christine Smith,IT,CTO,2016-06-27,"Whitneymouth, Venezuela",5,9,Active,On-site,1119721
1753,EMP0001754,Rachel Berg,R&D,Product Developer,2016-01-25,"Amandafort, Namibia",2,9,Active,Remote,896225
1754,EMP0001755,Gina Dennis,HR,HR Executive,2022-07-02,"Stevenschester, Burkina Faso",2,3,Terminated,Remote,595462
1755,EMP0001756,Jasmine Miranda,IT,Data Analyst,2024-10-26,"Browntown, Tokelau",2,0,Active,On-site,445572
1756,EMP0001757,Lance Powers,IT,Data Analyst,2024-05-27,"North Marisafurt, Tonga",3,1,Resigned,On-site,502895
1757,EMP0001758,Vicki Young,Operations,Operations Executive,2017-02-25,"North Chasefurt, Indonesia",4,8,Resigned,On-site,1032833
1758,EMP0001759,Destiny Taylor,Sales,Sales Executive,2021-07-22,"East Crystalside, Tunisia",3,4,Resigned,On-site,618538
1759,EMP0001760,Joyce Thompson,Sales,Business Development Manager,2010-11-13,"Jacobbury, Mayotte",5,14,Resigned,Remote,1410985
1760,EMP0001761,Patrick Miller,Marketing,Marketing Executive,2022-03-15,"New Alexandra, French Polynesia",5,3,Active,On-site,868436
1761,EMP0001762,Robin Gomez,Marketing,SEO Specialist,2016-09-28,"Nicholasview, Niger",2,8,Active,Remote,462215
1762,EMP0001763,Amy Taylor,Sales,Account Manager,2017-08-03,"Nicholasside, Comoros",2,8,Active,On-site,529241
1763,EMP0001764,Jeffery Henry,Sales,Sales Executive,2024-10-21,"Briannaview, Faroe Islands",2,0,Active,Remote,440011
1764,EMP0001765,Robert Simon,Sales,Business Development Manager,2016-06-09,"Hernandezton, Honduras",2,9,Active,On-site,903945
1765,EMP0001766,Richard Blair,R&D,Product Developer,2015-08-23,"Port Rhondamouth, Brazil",4,9,Resigned,On-site,988283
1766,EMP0001767,Sabrina Anderson,HR,Talent Acquisition Specialist,2021-09-26,"Lake Christopher, Libyan Arab Jamahiriya",3,3,Retired,Remote,548941
1767,EMP0001768,Kayla Bates,Sales,Account Manager,2021-07-12,"Reedtown, Western Sahara",2,4,Retired,On-site,926233
1768,EMP0001769,Kelly Baker,IT,Software Engineer,2021-05-21,"Evansside, Wallis and Futuna",4,4,Resigned,On-site,1407538
1769,EMP0001770,Brian Reese,R&D,Research Scientist,2023-10-29,"North Suzanne, Canada",5,1,Active,Remote,1173425
